;word list generated with Sketch Engine https://www.sketchengine.co.uk/word-lists/;;
;language:;English;
;corpus:;English Web 2013;
;adjective;frequence;
1;good;231 605;1
2;other;215 885;0,932125818
3;more;204 207;0,881703763
4;new;184 735;0,797629585
5;many;151 831;0,655560113
6;first;122 599;0,529345221
7;great;112 203;0,484458453
8;such;96 282;0,415716414
9;own;80 354;0,346944151
10;few;79 347;0,342596231
11;same;79 274;0,342281039
12;high;78 209;0,337682693
13;last;77 135;0,333045487
14;most;69 223;0,298883876
15;different;68 446;0,295529026
16;small;61 453;0,265335377
17;large;59 995;0,259040176
18;important;58 807;0,253910753
19;next;57 079;0,246449774
20;big;56 641;0,244558624
21;little;53 993;0,233125364
22;old;53 835;0,232443168
23;social;53 217;0,229774832
24;able;52 787;0,227918223
25;available;52 513;0,226735174
26;online;52 116;0,225021049
27;free;48 563;0,209680275
28;long;47 269;0,204093176
29;easy;47 229;0,203920468
30;local;45 900;0,19818225
31;much;44 002;0,189987263
32;several;41 300;0,178320848
33;full;41 250;0,178104963
34;real;41 198;0,177880443
35;sure;39 843;0,172029965
36;public;39 216;0,169322769
37;possible;38 240;0,165108698
38;least;37 647;0,162548304
39;bad;37 080;0,160100171
40;personal;35 343;0,152600332
41;low;35 335;0,152565791
42;late;33 974;0,146689407
43;young;33 739;0,145674748
44;hard;33 348;0,143986529
45;current;31 799;0,137298418
46;only;31 724;0,13697459
47;right;31 587;0,136383066
48;second;30 897;0,133403856
49;early;30 367;0,131115477
50;special;30 135;0,130113771
51;simple;30 023;0,129630189
52;major;27 928;0,120584616
53;human;27 633;0,119310896
54;short;26 420;0,11407353
55;strong;26 274;0,113443147
56;true;25 912;0,111880141
57;open;25 816;0,111465642
58;whole;25 675;0,110856847
59;less;25 493;0,110071026
60;financial;25 155;0,108611645
61;common;25 046;0,108141016
62;due;24 836;0,1072343
63;top;24 722;0,106742082
64;past;24 478;0,105688565
65;various;23 942;0,103374279
66;certain;23 903;0,103205889
67;recent;23 392;0,100999547
68;single;23 271;0,100477105
69;political;22 713;0,098067831
70;clear;22 560;0,097407224
71;specific;22 495;0,097126573
72;main;22 323;0,09638393
73;particular;22 136;0,09557652
74;happy;21 700;0,093694005
75;similar;21 546;0,09302908
76;natural;21 203;0,09154811
77;interesting;21 086;0,091042939
78;national;21 039;0,090840008
79;American;20 879;0,090149176
80;private;20 479;0,088422098
81;international;20 327;0,087765808
82;difficult;19 955;0,086159625
83;effective;19 781;0,085408346
84;unique;19 645;0,084821139
85;professional;19 607;0,084657067
86;perfect;19 566;0,084480041
87;economic;19 529;0,084320287
88;additional;19 480;0,08410872
89;key;19 379;0,083672632
90;mobile;19 355;0,083569008
91;original;18 890;0,081561279
92;nice;18 845;0,081366983
93;medical;18 745;0,080935213
94;third;18 696;0,080723646
95;entire;18 664;0,08058548
96;likely;18 598;0,080300512
97;necessary;18 475;0,079769435
98;global;18 339;0,079182228
99;general;18 271;0,078888625
100;popular;18 118;0,078228018
101;successful;18 021;0,077809201
102;beautiful;17 655;0,076228924
103;wrong;17 654;0,076224607
104;significant;17 540;0,075732389
105;legal;17 391;0,075089052
106;enough;17 266;0,07454934
107;final;17 107;0,073862827
108;healthy;16 889;0,072921569
109;white;16 680;0,072019171
110;ready;16 642;0,071855098
111;huge;16 599;0,071669437
112;interested;16 547;0,071444917
113;wide;16 201;0,069950994
114;former;15 669;0,06765398
115;safe;15 532;0,067062455
116;close;15 450;0,066708404
117;traditional;15 384;0,066423436
118;amazing;15 252;0,065853501
119;future;15 195;0,065607392
120;individual;15 147;0,065400142
121;physical;15 039;0,064933831
122;basic;14 808;0,063936444
123;complete;14 715;0,063534898
124;positive;14 316;0,061812137
125;black;14 289;0,061695559
126;federal;14 283;0,061669653
127;digital;14 120;0,060965869
128;deep;14 066;0,060732713
129;potential;14 046;0,060646359
130;useful;13 966;0,060300943
131;regular;13 955;0,060253449
132;hot;13 834;0,059731008
133;further;13 751;0,059372639
134;previous;13 639;0,058889057
135;serious;13 514;0,058349345
136;multiple;13 493;0,058258673
137;extra;13 462;0,058124825
138;excellent;13 356;0,057667149
139;poor;13 322;0,057520347
140;responsible;13 308;0,057459899
141;wonderful;13 284;0,057356275
142;quick;13 281;0,057343322
143;modern;13 223;0,057092895
144;daily;13 007;0,056160273
145;active;12 973;0,056013471
146;critical;12 920;0,055784633
147;favorite;12 918;0,055775998
148;annual;12 761;0,05509812
149;powerful;12 745;0,055029037
150;total;12 661;0,05466635
151;creative;12 500;0,053971201
152;appropriate;12 418;0,05361715
153;green;12 219;0,052757928
154;worth;12 174;0,052563632
155;normal;11 877;0,051281276
156;actual;11 801;0,050953131
157;fresh;11 796;0,050931543
158;fine;11 705;0,050538633
159;direct;11 408;0,049256277
160;present;11 321;0,048880637
161;cheap;11 305;0,048811554
162;military;11 086;0,047865979
163;rich;10 952;0,047287407
164;primary;10 817;0,046704518
165;relevant;10 754;0,046432504
166;essential;10 702;0,046207983
167;environmental;10 660;0,04602664
168;aware;10 548;0,045543058
169;fast;10 518;0,045413527
170;cool;10 513;0,045391939
171;corporate;10 490;0,045292632
172;red;10 373;0,044787461
173;technical;10 346;0,044670884
174;overall;10 329;0,044597483
175;light;10 255;0,044277973
176;live;10 218;0,044118219
177;independent;10 022;0,04327195
178;commercial;9 957;0,0429913
179;complex;9 863;0,042585436
180;average;9 636;0,041605319
181;cultural;9 401;0,040590661
182;dark;9 233;0,039865288
183;sexual;9 229;0,039848017
184;foreign;9 166;0,039576002
185;standard;8 997;0,038846312
186;educational;8 949;0,038639062
187;awesome;8 937;0,03858725
188;expensive;8 934;0,038574297
189;numerous;8 871;0,038302282
190;clean;8 840;0,038168433
191;proper;8 724;0,037667581
192;cold;8 723;0,037663263
193;academic;8 657;0,037378295
194;heavy;8 588;0,037080374
195;mental;8 586;0,037071739
196;initial;8 566;0,036985385
197;central;8 561;0,036963796
198;video;8 554;0,036933572
199;negative;8 494;0,03667451
200;exciting;8 444;0,036458626
